5575-GNVDE,0.018957199528813362
7469-LKBCI,0.007619731593877077
7310-EGVHZ,0.8226146697998047
3413-BMNZE,0.720610499382019
4671-VJLCL,0.010429675690829754
8012-SOUDQ,0.36214548349380493
6575-SUVOI,0.09172648936510086
1658-BYGOY,0.7552657127380371
7410-OIEDU,0.4612331688404083
3192-NQECA,0.24035608768463135
5712-AHQNN,0.23190943896770477
2372-HWUHI,0.585548460483551
0390-DCFDQ,0.8714471459388733
3146-MSEGF,0.04397856444120407
3780-YVMFA,0.33145400881767273
3077-RSNTJ,0.4345807433128357
5947-SGKCL,0.7495315670967102
9367-WXLCH,0.8635386824607849
2984-RGEYA,0.007215199992060661
6341-JVQGF,0.364421546459198
7301-ABVAD,0.0038250761572271585
6614-FHDBO,0.014822141267359257
7576-ASEJU,0.562365710735321
0221-WMXNQ,0.5584073066711426
9947-OTFQU,0.8842087984085083
0322-YINQP,0.4068104028701782
7017-VFHAY,0.018435100093483925
3606-TWKGI,0.8347107768058777
4716-HHKQH,0.6995442509651184
1248-DYXUB,0.0051366472616791725
2799-ARNLO,0.6684532165527344
8626-PTQGE,0.009231878444552422
9057-MSWCO,0.2851918339729309
3583-KRKMD,0.08437488973140717
9069-LGEUL,0.3661608397960663
7302-ZHMHP,0.21956345438957214
3597-MVHJT,0.851606011390686
2977-CEBSX,0.008671844378113747
9442-JTWDL,0.03411255404353142
4800-VHZKI,0.6322325468063354
4163-NCJAK,0.060106147080659866
5233-AOZUF,0.8691009879112244
5628-RKIFK,0.6309651136398315
7752-XUSCI,0.5541799664497375
4110-PFEUZ,0.9555218815803528
0256-LTHVJ,0.5117106437683105
1480-BKXGA,0.0067958221770823
4640-UHDOS,0.48344555497169495
3583-EKAPL,0.7374471426010132
2359-KMGLI,0.7886713147163391
0306-JAELE,0.9158241152763367
7971-HLVXI,0.08935704827308655
4472-LVYGI,0.00336257042363286
6235-VDHOM,0.6624586582183838
7783-YKGDV,0.8738399744033813
8981-FJGLA,0.6492207050323486
4636-QRJKY,0.7428996562957764
5956-VKDTT,0.9011287093162537
0257-ZESQC,0.3806006908416748
0913-XWSCN,0.38638392090797424
1403-GYAFU,0.0021572248078882694
4234-XTNEA,0.9373770952224731
5348-CAGXB,0.879080057144165
6859-QNXIQ,0.005384406540542841
0939-YAPAF,0.5101576447486877
9548-LIGTA,0.007470052223652601
8270-RKSAP,0.702642023563385
3627-FHKBK,0.7673431634902954
9396-ZSFLL,0.20868591964244843
8095-WANWK,0.36889100074768066
3729-OWRVL,0.0892992913722992
5760-IFJOZ,0.7758823037147522
8040-MNRTF,0.9444877505302429
7133-VBDCG,0.16628429293632507
5575-TPIZQ,0.23667162656784058
9944-AEXBM,0.6519569754600525
4697-LUPSU,0.253120094537735
6425-JWTDV,0.0063187554478645325
9477-LGWQI,0.013259549625217915
0691-IFBQW,0.10626980662345886
0229-LFJAF,0.0015501619782298803
2040-OBMLJ,0.04370737075805664
3009-JWMPU,0.2917015254497528
7382-DFJTU,0.20421917736530304
2798-NYLMZ,0.6012722253799438
2239-JALAW,0.49396032094955444
3551-GAEGL,0.036968182772397995
2311-QYMUQ,0.568468451499939
8184-WMOFI,0.04765520617365837
6549-NNDYT,0.46595245599746704
2316-ESMLS,0.10487572103738785
0323-XWWTN,0.018822159618139267
4079-WWQQQ,0.002524761715903878
5787-KXGIY,0.0027138935402035713
6400-BWQKW,0.6455320715904236
9904-EHEVJ,0.6773340106010437
0851-DFJKB,0.7798170447349548
0556-FJEGU,0.012010015547275543
1374-DMZUI,0.8817262649536133
3234-VKACU,0.5831320881843567
7426-RHZGU,0.8686025142669678
4065-JJAVA,0.6599171161651611
7649-SIJJF,0.0033342500682920218
9391-TTOYH,0.09349703043699265
7460-ITWWP,0.4398477375507355
7147-AYBAA,0.41451430320739746
7868-TMWMZ,0.03273749351501465
5669-SRAIP,0.8825780749320984
3486-NPGST,0.004398143384605646
1730-VFMWO,0.11553873121738434
4194-WHFCB,0.16449114680290222
0301-KOBTQ,0.007164796348661184
4441-NIHPT,0.8282222747802734
4546-FOKWR,0.8996540307998657
5832-TRLPB,0.05208795145153999
8824-RWFXJ,0.5951412916183472
8717-VCTXJ,0.020147567614912987
7363-QTBIW,0.7782571911811829
4081-DYXAV,0.3715065121650696
1641-RQDAY,0.69807368516922
8399-YNDCH,0.17987816035747528
4660-IRIBM,0.38934341073036194
7670-ZBPOQ,0.038522012531757355
8944-AILEF,0.13258902728557587
5542-NKVRU,0.009895652532577515
9824-BEMCV,0.7358920574188232
3055-MJDSB,0.4785999059677124
3165-HDOEW,0.748505711555481
9068-VPWQQ,0.05703401193022728
0319-QZTCO,0.4704703092575073
2833-SLKDQ,0.7480934262275696
4730-AWNAU,0.04279475286602974
3230-IUALN,0.009823569096624851
7206-GZCDC,0.9598650336265564
1768-ZAIFU,0.9548885226249695
4671-LXRDQ,0.7788641452789307
4102-HLENU,0.007636548951268196
9272-LSVYH,0.36266636848449707
2568-BRGYX,0.5067905783653259
5478-JJVZK,0.14317329227924347
9793-WECQC,0.21415702998638153
4704-ERYFC,0.5404285192489624
8039-ACLPL,0.005787682719528675
5651-WYIPH,0.1956888884305954
5357-TZHPP,0.8952265977859497
8752-GHJFU,0.1160290539264679
6896-SRVYQ,0.5210912227630615
4652-ODEVH,0.006453148555010557
3253-HKOKL,0.08699311316013336
1735-XMJVH,0.4914778470993042
6362-QHAFM,0.8685353398323059
8205-MQUGY,0.33696576952934265
9480-BQJEI,0.1091904416680336
1921-KYSAY,0.28910118341445923
5766-XQXMQ,0.026853125542402267
1656-DRSMG,0.13236264884471893
2886-KEFUM,0.18859291076660156
7776-QGYJC,0.6374754309654236
8259-NFJTV,0.7118489742279053
5939-SXWHM,0.009372947737574577
6485-QXWWE,0.0010567009449005127
5930-GBIWP,0.009168344549834728
9504-DSHWM,0.1840587556362152
4999-IEZLT,0.00800058338791132
5980-BDHPY,0.0040392340160906315
1498-DQNRX,0.028454957529902458
